gene,c6_chrom,start,end,gene_ID,Type,Synonyms
VCA0229,2,250748,251698,vctG,CDS,""
VCSEN_bTSS971,2,251698,251698,"",misc_feature,""
VCA0230,2,251701,252465,vctC,CDS,""
VCA0231,2,252511,253527,"",CDS,""
VCSEN_bTSS153,2,253552,253552,"",misc_feature,""
VCSEN_bTSS973,2,253622,253622,"",misc_feature,""
VCA0232,2,253662,255452,vctA,CDS,""
VCA0233,2,255650,255970,"",CDS,""
VCSEN_bTSS975,2,256182,256182,"",misc_feature,""
VCSEN_bTSS977,2,256229,256229,"",misc_feature,""
VCA0235,2,256240,257433,ackA,CDS,""
VCA0236,2,257514,257810,"",CDS,""
VCA0237,2,257928,258497,"",CDS,""
VCSEN_bTSS979,2,258633,258633,"",misc_feature,""
VCA0238,2,258742,260391,"",CDS,""
VCA0239,2,260372,261046,czcR,CDS,""
VCA0240,2,261049,261678,"",CDS,""
VCA0241,2,261638,262522,"",CDS,""
VCA0242,2,262534,263181,sgbH,CDS,""
VCA0243,2,263187,264008,"",CDS,""
VCA0244,2,264014,264706,ulaF,CDS,""
VCA0245,2,264715,265221,ulaC,CDS,""
VCA0246,2,265319,267079,ulaA,CDS,""
VCSEN_bTSS155,2,267152,267152,"",misc_feature,""
VCSEN_bTSS981,2,267376,267376,"",misc_feature,""
VCA0247,2,267445,268200,ulaR,CDS,""
VCA0248,2,268327,269394,ulaG,CDS,""
VCA0249,2,269494,270027,"",CDS,""
VCSEN_bTSS157,2,270055,270055,"",misc_feature,""
VCA0250,2,270200,271600,"",CDS,""
VCSEN_bTSS983,2,270663,270663,"",misc_feature,""
VCSEN_bTSS985,2,271831,271831,"",misc_feature,""
VCA0253,2,271933,272631,"",CDS,""
VIBCH20237,2,272750,273016,"",CDS,""
VCA0254,2,273253,275421,"",CDS,""
VCA0255,2,275510,276340,"",CDS,""
VCA0256,2,276337,276987,"",CDS,""
VCA0257,2,276984,278438,"",CDS,""
VCA0258,2,278541,279053,"",CDS,""
VCSEN_bTSS159,2,279096,279096,"",misc_feature,""
VCA0260,2,279248,279442,"",CDS,""
VCA0261,2,279430,279756,"",CDS,""
VCSEN_bTSS987,2,279763,279763,"",misc_feature,""
VCSEN_bncRNA480,2,279763,280047,"",misc_RNA,""
VCSEN_bTSS161,2,279793,279793,"",misc_feature,""
VCA0262,2,279866,280276,"",CDS,""
VCA0263,2,280382,280924,"",CDS,""
VCA0264,2,280935,282113,"",CDS,""
VCSEN_bTSS163,2,282142,282142,"",misc_feature,""
VCSEN_bTSS165,2,282226,282226,"",misc_feature,""
VCSEN_bTSS989,2,282271,282271,"",misc_feature,""
VCA0265,2,282297,282677,"",CDS,""
VCA0266,2,282737,283510,"",CDS,""
VCSEN_bTSS167,2,283551,283551,"",misc_feature,""
VCA0267,2,283612,284751,"",CDS,""
VCSEN_bncRNA481,2,284440,284872,"",misc_RNA,""
VCSEN_bTSS169,2,284872,284872,"",misc_feature,""
VCSEN_bTSS991,2,284953,284953,"",misc_feature,""
VCA0268,2,285034,286965,"",CDS,""
VCSEN_bncRNA482,2,285626,285930,"",misc_RNA,""
VCSEN_bTSS171,2,285930,285930,"",misc_feature,""
VCA0269,2,286981,288654,"",CDS,""
VCSEN_bTSS993,2,288779,288779,"",misc_feature,""
VCA0270,2,288819,289988,dacC,CDS,""
VCSEN_bTSS995,2,289881,289881,"",misc_feature,""
VCSEN_bTSS997,2,290033,290033,"",misc_feature,""
VCSEN_bTSS999,2,290136,290136,"",misc_feature,""
VCA0271,2,290166,290513,"",CDS,""
VIBCH20255,2,290608,291042,"",CDS,""
VCSEN_bTSS173,2,291072,291072,"",misc_feature,""
VCSEN_bTSS175,2,291104,291104,"",misc_feature,""
VCSEN_bTSS1001,2,291221,291221,"",misc_feature,""
VCA0274,2,291259,291978,cah,CDS,""
VCA0275,2,292265,292702,tnpA,CDS,""
VCA0276,2,292882,294972,gcvP,CDS,""
VCA0277,2,295889,296269,gcvH,CDS,""
VCSEN_bTSS177,2,296305,296305,"",misc_feature,""
VCA0278,2,296306,297613,glyA,CDS,""
VCSEN_bTSS179,2,296495,296495,"",misc_feature,""
VCSEN_bTSS181,2,296655,296655,"",misc_feature,""
VCSEN_bTSS183,2,297826,297826,"",misc_feature,""
VCSEN_bTSS1003,2,297970,297970,"",misc_feature,""
VCA0279,2,298001,298624,"",CDS,""
VCSEN_bTSS1005,2,298770,298770,"",misc_feature,""
VCA0280,2,298868,299089,GDCST,CDS,""
VCSEN_bTSS1007,2,300143,300143,"",misc_feature,""
VCSEN_bncRNA483,2,300143,300236,"",misc_RNA,""
VCSEN_bncRNA484,2,300279,300435,"",misc_RNA,""
VCSEN_bTSS185,2,300435,300435,"",misc_feature,""
VCSEN_bTSS1009,2,300449,300449,"",misc_feature,""
VCA0281,2,300467,301624,"",CDS,""
VCSEN_bncRNA485,2,301608,302958,"",misc_RNA,""
VCA0282,2,301670,302650,insH1,CDS,""
VCSEN_bTSS1011,2,302915,302915,"",misc_feature,""
VCA0283,2,302926,304149,"",CDS,""
VCSEN_bTSS187,2,302958,302958,"",misc_feature,""
VCSEN_bTSS1013,2,304396,304396,"",misc_feature,""
VCSEN_bncRNA486,2,304542,305201,"",misc_RNA,""
VCA0284,2,304670,305200,"",CDS,""
VCA0285,2,305200,305871,tseH,CDS,""
VCSEN_bTSS189,2,305201,305201,"",misc_feature,""
VCSEN_bTSS1015,2,305693,305693,"",misc_feature,""
VCA0286,2,305873,306223,tsiH,CDS,""
VCSEN_bTSS1017,2,306343,306343,"",misc_feature,""
VCA0287,2,306492,308420,thrS,CDS,""
VCSEN_bncRNA487,2,307001,307599,"",misc_RNA,""
VCSEN_bTSS191,2,307599,307599,"",misc_feature,""
VCSEN_bTSS1019,2,308246,308246,"",misc_feature,""
VCA0288,2,308424,308975,infC,CDS,""
VCA0289,2,309079,309273,rpmI,CDS,""
VCA0290,2,309315,309668,rplT,CDS,pdzA
VCA0291,2,309750,310712,intIA,CDS,""
VCAmisc_feature310658D,2,310658,310940,"",misc_feature,""
VCSEN_bTSS193,2,310740,310740,"",misc_feature,""
VCSEN_bTSS1021,2,310873,310873,"",misc_feature,""
VCSEN_bTSS1023,2,311007,311007,"",misc_feature,""
VCA0292,2,311034,311300,"",CDS,""
VCAmisc_feature311298D,2,311316,311438,"",misc_feature,""
VCA0293,2,311455,312054,"",CDS,""
VCAmisc_feature312194D,2,312194,312316,"",misc_feature,""
VCA0294,2,312764,313090,"",CDS,""
VCSEN_bTSS1025,2,312960,312960,"",misc_feature,""
VCAmisc_feature313114D,2,313114,313233,"",misc_feature,""
VCA0295,2,313335,313523,"",CDS,""
VCAmisc_feature313598D,2,313598,313718,"",misc_feature,""
VCAmisc_feature313804D,2,313719,314126,VCA0296-VCA0297,misc_feature,""
VCA0297,2,313887,314069,"",misc_feature,""
VCSEN_bTSS1027,2,314080,314080,"",misc_feature,""
VCAmisc_feature314127D,2,314127,314250,"",misc_feature,""
VCA0298,2,314325,314576,"",CDS,""
VCAmisc_feature314589D,2,314589,314708,"",misc_feature,""
VCSEN_bTSS1029,2,314681,314681,"",misc_feature,""
VCA0299,2,314729,315160,"",CDS,""
VCAmisc_feature317388D,2,315166,315287,"",misc_feature,""
VCA0300,2,315311,315940,catB9,CDS,""
VCAmisc_feature316853D,2,315938,316059,"",misc_feature,""
VCA0301,2,316096,316848,ygfF,CDS,yqfD
VCA0302,2,316976,317387,"",misc_feature,""
VCSEN_bTSS1031,2,317586,317586,"",misc_feature,""
VCA0303,2,317612,317914,"",CDS,""
VCAmisc_feature317912D,2,317912,318034,"",misc_feature,""
VCA0304,2,318210,318392,"",misc_feature,""
VCSEN_bTSS1033,2,318403,318403,"",misc_feature,""
VCAmisc_feature318449D,2,318449,318571,"",misc_feature,""
VCAmisc_feature318572D,2,318572,318884,VCA0305-VCA0306,misc_feature,""
VCA0306,2,318746,318928,"",misc_feature,""
VCSEN_bTSS1035,2,318939,318939,"",misc_feature,""
VCAmisc_feature318985D,2,318985,319106,"",misc_feature,""
VCA0307,2,319123,319800,"",CDS,""
VCAmisc_feature319798D,2,319798,319920,"",misc_feature,""
VCA0308,2,319962,321170,"",CDS,""
VCAmisc_feature321181D,2,321181,321303,"",misc_feature,""
VCSEN_bTSS1037,2,321346,321346,"",misc_feature,""
VCA0309,2,321422,322036,"",CDS,""
VCSEN_bncRNA488,2,321728,322022,"",misc_RNA,""
VCSEN_bTSS195,2,322022,322022,"",misc_feature,""
VCAmisc_feature322045D,2,322045,322167,"",misc_feature,""
VCA0310,2,322194,322532,"",CDS,""
VCAmisc_feature322573D,2,322548,322670,"",misc_feature,""
VCA0311,2,322686,323021,parE1,CDS,""
VCA0312,2,323022,323264,parD1,CDS,""
VCSEN_bTSS1039,2,323265,323265,"",misc_feature,""
VCSEN_bTSS197,2,323286,323286,"",misc_feature,""
VCAmisc_feature323357D,2,323357,323479,"",misc_feature,""
VCA0313,2,323508,323894,"",CDS,""
VCAmisc_feature323892D,2,323892,324013,"",misc_feature,""
VCAmisc_feature324003D,2,324003,324400,VCA0314-VCA0315,misc_feature,""
VCA0314,2,324013,324294,"",CDS,""
VCA0315,2,324270,324428,"",misc_feature,""
VCAmisc_feature324401D,2,324401,324522,"",misc_feature,""
VCA0316,2,324552,325088,"",CDS,""
VCAmisc_feature325086D,2,325086,325208,"",misc_feature,""
VCA0317,2,325225,325740,blc,CDS,""
VCAmisc_feature325746D,2,325746,325867,"",misc_feature,""
VCA0318,2,325890,326387,"",CDS,""
VCA0319,2,326384,326656,"",CDS,""
VCSEN_bTSS1041,2,326573,326573,"",misc_feature,""
VCSEN_bncRNA489,2,326573,326864,"",misc_RNA,""
VCSEN_bTSS199,2,326687,326687,"",misc_feature,""
VCAmisc_feature326479D,2,326749,326870,"",misc_feature,""
VCAmisc_feature326871D,2,326871,327284,VCA0320-0321,misc_feature,""
VCSEN_bTSS1043,2,327239,327239,"",misc_feature,""
VCAmisc_feature327285D,2,327285,327407,"",misc_feature,""
VCA0322,2,327418,327870,"",CDS,""
VCAmisc_feature327878D,2,327878,328000,"",misc_feature,""
VCA0323,2,328018,328314,relE1,CDS,""
VCA0324,2,328280,328558,relB1,CDS,""
VCSEN_bTSS201,2,328595,328595,"",misc_feature,""
VCAmisc_feature328616D,2,328616,328737,"",misc_feature,""
VCA0325,2,328799,329122,"",CDS,""
VCSEN_bTSS1045,2,329221,329221,"",misc_feature,""
VCAmisc_feature329252D,2,329252,329374,"",misc_feature,""
VCSEN_bTSS1047,2,329385,329385,"",misc_feature,""
VCA0327,2,329437,329580,"",CDS,""
VCSEN_bTSS1049,2,329690,329690,"",misc_feature,""
VCAmisc_feature329721D,2,329721,329842,"",misc_feature,""
VCA0328,2,329859,330257,"",CDS,""
VCAmisc_feature330255D,2,330255,330377,"",misc_feature,""
VCA0329,2,330452,330703,"",CDS,""
VCAmisc_feature330716D,2,330716,330835,"",misc_feature,""
VCSEN_bTSS1051,2,330808,330808,"",misc_feature,""
VIBCH20306,2,330917,331159,"",CDS,""
VCAmisc_feature331181D,2,331181,331303,"",misc_feature,""
VIBCH20307,2,331366,331689,"",CDS,""
VCAmisc_feature331819D,2,331819,331941,"",misc_feature,""
VCSEN_bTSS1053,2,332310,332310,"",misc_feature,""
VCAmisc_feature332357D,2,332357,332478,"",misc_feature,""
VCA0330,2,332490,332978,"",CDS,""
VCAmisc_feature332976D,2,332976,333097,"",misc_feature,""
VCA0331,2,333106,333768,"",CDS,""
VCAmisc_feature333777D,2,333777,333896,"",misc_feature,""
VCA0332,2,333953,334219,brnT,CDS,""
VCSEN_bTSS1055,2,333953,333953,"",misc_feature,""
VCA0333,2,334206,334451,brnA,CDS,""
VCAmisc_feature334457D,2,334457,334576,"",misc_feature,""
VCA0334,2,334535,335341,"",CDS,""
VCAmisc_feature335345D,2,335345,335464,"",misc_feature,""
VCAmisc_feature335464D,2,335464,335873,VCA0335-0336,misc_feature,""
VIBCH20313,2,335527,335676,"",CDS,""
VCA0336,2,335633,335815,"",CDS,""
VCSEN_bTSS1057,2,335826,335826,"",misc_feature,""
VCSEN_bncRNA490,2,335826,335977,"",misc_RNA,""
VCAmisc_feature335873D,2,335873,335996,"",misc_feature,""
VCA0337,2,336031,337035,mccF,CDS,""
VCAmisc_feature337033D,2,337033,337154,"",misc_feature,""
VCA0338,2,337188,337547,"",CDS,""
VCAmisc_feature337545D,2,337545,337667,"",misc_feature,""
VCAmisc_feature338183D,2,338183,338304,"",misc_feature,""
VCA0340,2,338321,338827,"",CDS,""
VCAmisc_feature338833D,2,338833,338955,"",misc_feature,""
VCA0341,2,338972,339370,"",CDS,""
VCAmisc_feature339368D,2,339368,339490,"",misc_feature,""
VCSEN_bTSS1059,2,339536,339536,"",misc_feature,""
VCA0342,2,339564,339830,"",CDS,""
VCAmisc_feature339828D,2,339828,339950,"",misc_feature,""
VCA0343,2,340025,340276,"",CDS,""
VCAmisc_feature340283D,2,340289,340408,"",misc_feature,""
VCSEN_bTSS1061,2,340479,340479,"",misc_feature,""
VCA0344,2,340545,340970,"",CDS,""
VCAmisc_feature341021D,2,341021,341143,"",misc_feature,""
VCA0345,2,341170,341799,"",CDS,""
VCAmisc_feature341813D,2,341813,341935,"",misc_feature,""
VCA0346,2,342012,342491,"",CDS,""
VCSEN_bTSS1063,2,342406,342406,"",misc_feature,""
VCSEN_bTSS1065,2,342432,342432,"",misc_feature,""
VCAmisc_feature342495D,2,342495,342614,"",misc_feature,""
VCA0347,2,342679,343092,"",CDS,""
VCAmisc_feature343101D,2,343101,343223,"",misc_feature,""
VCA0348,2,343243,343521,relE2,CDS,""
VCA0349,2,343518,343802,relB2,CDS,""
VCSEN_bTSS1067,2,343673,343673,"",misc_feature,""
VCSEN_bncRNA607,2,343673,343972,"",misc_RNA,""
VCSEN_bTSS203,2,343822,343822,"",misc_feature,""
VCAmisc_feature343859D,2,343859,343980,"",misc_feature,""
VCA0350,2,343997,344512,blc,CDS,""
VCAmisc_feature344518D,2,344518,344639,"",misc_feature,""
VCA0351,2,344577,345173,"",CDS,""
VCAmisc_feature345275D,2,345275,345395,"",misc_feature,""
VCAmisc_feature345395D,2,345396,345803,"",misc_feature,""
VIBCH20329,2,345467,345607,"",CDS,""
VCA0353,2,345564,345746,"",CDS,""
VCSEN_bTSS1069,2,345757,345757,"",misc_feature,""
VCAmisc_feature345804D,2,345804,345927,"",misc_feature,""
VCA0354,2,345877,346419,"",CDS,""
VCAmisc_feature346417D,2,346417,346536,"",misc_feature,""
VCA0355,2,346568,347194,"",CDS,""
VCAmisc_feature347200D,2,347200,347317,"",misc_feature,""
VCSEN_bTSS1071,2,347211,347211,"",misc_feature,""
VCA0356,2,347308,348015,"",CDS,""
VCAmisc_feature348026D,2,348026,348145,"",misc_feature,""
VCAmisc_feature348413D,2,348413,348535,"",misc_feature,""
VCA0357,2,348713,348892,"",misc_feature,""
VCSEN_bTSS1073,2,348903,348903,"",misc_feature,""
VCAmisc_feature348949D,2,348949,349070,"",misc_feature,""
VCA0358,2,349076,349501,"",CDS,""
VCAmisc_feature349509D,2,349509,349631,"",misc_feature,""
VCA0359,2,349629,349928,parE2,CDS,""
VIBCH20336,2,349925,350167,parD2,CDS,""
VCSEN_bTSS1075,2,350048,350048,"",misc_feature,""
VCSEN_bncRNA606,2,350048,350179,"",misc_RNA,""
VCSEN_bTSS205,2,350195,350195,"",misc_feature,""
VCAmisc_feature350238D,2,350238,350359,"",misc_feature,""
VCA0361,2,350396,350974,"",CDS,""
VCAmisc_feature350979D,2,350979,351098,"",misc_feature,""
VCAmisc_feature351366D,2,351366,351488,"",misc_feature,""
VCA0363,2,351512,352195,"",CDS,""
VCAmisc_feature352193D,2,352193,352315,"",misc_feature,""
VCSEN_bTSS1077,2,352382,352382,"",misc_feature,""
VCA0364,2,352409,352675,"",CDS,""
VCAmisc_feature352692D,2,352692,352813,"",misc_feature,""
VCA0365,2,352830,353237,"",CDS,""
VIBCH20341,2,353153,353428,"",CDS,""
VCAmisc_feature353568D,2,353568,353690,"",misc_feature,""
VCA0366,2,353709,354644,"",CDS,""
VCAmisc_feature354642D,2,354642,354760,"",misc_feature,""
VCSEN_bTSS1079,2,354831,354831,"",misc_feature,""
VCA0367,2,354862,355884,"",CDS,""
VCSEN_bTSS1081,2,355744,355744,"",misc_feature,""
VCA0368,2,355817,356431,"",CDS,""
VCA0369,2,356492,356866,"",CDS,""
VCA0370,2,356492,357187,"",CDS,""
VCA0371,2,357184,358056,"",CDS,""
VCSEN_bTSS1083,2,357486,357486,"",misc_feature,""
VCSEN_bncRNA491,2,357486,357929,"",misc_RNA,""
VCA0372,2,358053,358361,insN,CDS,""
VCSEN_bTSS207,2,358381,358381,"",misc_feature,""
VCA0373,2,358508,358618,"",CDS,""
VCAmisc_feature358616D,2,358616,358738,"",misc_feature,""
VCA0374,2,358749,359786,"",CDS,""
VCSEN_bncRNA492,2,359490,359555,"",misc_RNA,""
VCSEN_bTSS209,2,359555,359555,"",misc_feature,""
VCSEN_bTSS1085,2,359736,359736,"",misc_feature,""
VCAmisc_feature359784D,2,359784,359903,"",misc_feature,""
VCSEN_bTSS1087,2,359794,359794,"",misc_feature,""
VCAmisc_feature360420D,2,360420,360542,"",misc_feature,""
VCA0376,2,360581,360937,"",CDS,""
VCSEN_bncRNA493,2,360633,360683,"",misc_RNA,""
VCSEN_bTSS211,2,360683,360683,"",misc_feature,""
VCAmisc_feature360943D,2,360943,361065,"",misc_feature,""
VCAmisc_feature361066D,2,361066,361477,"",misc_feature,""
VCA0378,2,361302,361421,"",CDS,""
VCSEN_bTSS1089,2,361432,361432,"",misc_feature,""
VCAmisc_feature361478D,2,361478,361598,"",misc_feature,""
VCA0379,2,361637,361993,"",CDS,""
VCAmisc_feature361999D,2,361999,362121,"",misc_feature,""
VCA0380,2,362092,362673,"",CDS,""
VCSEN_bTSS1091,2,362633,362633,"",misc_feature,""
VCAmisc_feature362671D,2,362671,362792,"",misc_feature,""
VCA0381,2,362793,363206,"",misc_feature,""
VCSEN_bTSS1093,2,363160,363160,"",misc_feature,""
VCAmisc_feature362207D,2,363207,363329,"",misc_feature,""
VCA0382,2,363345,363770,"",CDS,""
VCAmisc_feature363768D,2,363768,363890,"",misc_feature,""
VIBCH20355,2,363919,364266,"",CDS,""
VCAmisc_feature364264D,2,364264,364386,"",misc_feature,""
VIBCH20356,2,364413,364706,"",CDS,""
VCAmisc_feature364710D,2,364710,364831,"",misc_feature,""
VCAmisc_feature364831D,2,364831,365215,VCA0383-384,misc_feature,""
VCSEN_bTSS1095,2,365168,365168,"",misc_feature,""
VCAmisc_feature365215D,2,365215,365335,"",misc_feature,""
VCA0385,2,365351,365686,parE3,CDS,""
VCA0386,2,365687,365929,parD3,CDS,""
VCSEN_bTSS1097,2,365930,365930,"",misc_feature,""
VCSEN_bTSS213,2,365951,365951,"",misc_feature,""
VCAmisc_feature366022D,2,366022,366144,"",misc_feature,""
VCA0387,2,366171,366680,"",CDS,""
VCAmisc_feature366678D,2,366678,366799,"",misc_feature,""
VCA0388,2,366866,367390,"",CDS,""
VCSEN_bTSS1099,2,367290,367290,"",misc_feature,""
VCAmisc_feature367410D,2,367410,367532,"",misc_feature,""
VCSEN_bncRNA494,2,367481,367724,"",misc_RNA,""
VCSEN_bTSS215,2,367724,367724,"",misc_feature,""
VCSEN_bTSS1101,2,368017,368017,"",misc_feature,""
VCAmisc_feature368048D,2,368048,368169,"",misc_feature,""
VCSEN_bTSS1103,2,368180,368180,"",misc_feature,""
VCAmisc_feature368684D,2,368684,368805,"",misc_feature,""
VCAmisc_feature368806D,2,368806,369202,"",misc_feature,""
VCAmisc_feature369203D,2,369203,369325,"",misc_feature,""
VCSEN_bTSS1105,2,369395,369395,"",misc_feature,""
VCA0391,2,369426,369713,higB1,CDS,""
VCA0392,2,369724,370041,higA1,CDS,""
VCAmisc_feature370039D,2,370039,370158,"",misc_feature,""
VCAmisc_feature370159D,2,370159,370559,"",misc_feature,""
VCSEN_bTSS1107,2,370514,370514,"",misc_feature,""
VCAmisc_feature370560D,2,370560,370682,"",misc_feature,""
VCA0395,2,370653,371468,"",CDS,""
VCAmisc_feature371466D,2,371466,371588,"",misc_feature,""
VCSEN_bTSS1109,2,371644,371644,"",misc_feature,""
VCA0396,2,371673,372503,"",CDS,""
VCAmisc_feature372501D,2,372501,372622,"",misc_feature,""
VCA0397,2,372560,373042,"",CDS,""
VCAmisc_feature373042D,2,373042,373151,"",misc_feature,""
VCA0398,2,373206,373373,"",CDS,""
VCAmisc_feature373430D,2,373430,373551,"",misc_feature,""
VCA0399,2,373522,374364,"",CDS,""
VCAmisc_feature374372D,2,374372,374494,"",misc_feature,""
VCA0400,2,374494,374949,"",CDS,""
VCAmisc_feature374947D,2,374947,375068,"",misc_feature,""
VCA0401,2,375133,375546,"",CDS,""
VCAmisc_feature375555D,2,375555,375675,"",misc_feature,""
VCA0402,2,375613,376131,"",CDS,""
VCAmisc_feature376129D,2,376129,376250,"",misc_feature,""
VCSEN_bTSS1111,2,376299,376299,"",misc_feature,""
VCA0403,2,376324,376581,"",CDS,""
VCAmisc_feature376611D,2,376611,376732,"",misc_feature,""
VCA0404,2,376733,377144,"",misc_feature,""
VCSEN_bTSS1113,2,377098,377098,"",misc_feature,""
VCAmisc_feature377145D,2,377145,377267,"",misc_feature,""
VCA0405,2,377315,377935,"",CDS,""
VCAmisc_feature377944D,2,377944,378066,"",misc_feature,""
VCA0406,2,378083,378598,blc,CDS,""
VCAmisc_feature378677D,2,378604,378725,"",misc_feature,""
VCA0407,2,378726,379139,"",misc_feature,""
VCSEN_bTSS1115,2,379094,379094,"",misc_feature,""
VCAmisc_feature379140D,2,379140,379262,"",misc_feature,""
VCA0408,2,379262,379609,"",CDS,""
VCAmisc_feature379619D,2,379619,379741,"",misc_feature,""
VCA0409,2,379771,380229,"",CDS,""
VCAmisc_feature380239D,2,380239,380361,"",misc_feature,""
VCA0410,2,380380,380742,"",CDS,""
VCAmisc_feature380749D,2,380749,380867,"",misc_feature,""
VCAmisc_feature380868D,2,380868,381280,"",misc_feature,""
VCA0412,2,381045,381224,"",CDS,""
VCSEN_bTSS1117,2,381234,381234,"",misc_feature,""
VCAmisc_feature381281D,2,381281,381402,"",misc_feature,""
VCA0413,2,381420,382073,"",CDS,""
VCAmisc_feature382071D,2,382071,382192,"",misc_feature,""
VCA0414,2,382198,382623,"",CDS,""
VCAmisc_feature382631D,2,382631,382752,"",misc_feature,""
VCA0415,2,382786,383145,"",CDS,""
VCAmisc_feature383143D,2,383143,383265,"",misc_feature,""
VCSEN_bTSS1119,2,383276,383276,"",misc_feature,""
VCA0416,2,383328,383651,"",CDS,""
VCAmisc_feature383781D,2,383781,383902,"",misc_feature,""
VCA0417,2,383932,384468,"",CDS,""
VCAmisc_feature384466D,2,384466,384588,"",misc_feature,""
VIBCH20382,2,384607,384924,"",CDS,""
VCAmisc_feature384932D,2,384932,385053,"",misc_feature,""
VCA0418,2,385054,385466,"",misc_feature,""
VCSEN_bTSS1121,2,385422,385422,"",misc_feature,""
VCAmisc_feature385467D,2,385467,385589,"",misc_feature,""
VCA0419,2,385560,386315,"",CDS,""
VCAmisc_feature386325D,2,386325,386446,"",misc_feature,""
VCA0420,2,386384,386779,"",CDS,""
VCAmisc_feature386792D,2,386792,386914,"",misc_feature,""
VCSEN_bTSS1123,2,386999,386999,"",misc_feature,""
VCA0421,2,387025,387450,"",CDS,""
VCAmisc_feature387462D,2,387462,387583,"",misc_feature,""
VCSEN_bTSS1125,2,387637,387637,"",misc_feature,""
VCA0422,2,387652,387945,phd,CDS,""
VCA0423,2,387942,388301,parE,CDS,""
VCAmisc_feature388220D,2,388220,388342,"",misc_feature,""
VCA0424,2,388283,388729,"",CDS,""
VCSEN_bTSS1127,2,388353,388353,"",misc_feature,""
VIBCH20389,2,388772,388885,"",CDS,""
VCAmisc_feature388858D,2,388858,388979,"",misc_feature,""
VCA0425,2,388985,389410,"",CDS,""
VCAmisc_feature389418D,2,389418,389540,"",misc_feature,""
VCA0426,2,389588,389821,"",CDS,""
VCSEN_bTSS1129,2,389588,389588,"",misc_feature,""
VCAmisc_feature389928D,2,389928,390048,"",misc_feature,""
VCSEN_bTSS1131,2,390119,390119,"",misc_feature,""
VCA0428,2,390185,390610,"",CDS,""
VCAmisc_feature390661D,2,390661,390783,"",misc_feature,""
VCAmisc_feature390299D,2,391299,391420,"",misc_feature,""
VCA0431,2,391358,391753,"",CDS,""
VCAmisc_feature391766D,2,391766,391887,"",misc_feature,""
VCSEN_bTSS1133,2,391945,391945,"",misc_feature,""
VCA0432,2,391972,392361,"",CDS,""
VCAmisc_feature392373D,2,392373,392494,"",misc_feature,""
VCA0433,2,392515,393372,"",CDS,""
VCAmisc_feature393370D,2,393370,393491,"",misc_feature,""
VCAmisc_feature393492D,2,393492,393903,"",misc_feature,""
VCA0435,2,393668,393847,"",CDS,""
VCAmisc_feature393904D,2,393904,394025,"",misc_feature,""
VCA0436,2,393996,394556,"",CDS,""
VCAmisc_feature394554D,2,394554,394675,"",misc_feature,""
VCAmisc_feature394676D,2,394676,395087,"",misc_feature,""
VCAmisc_feature395088D,2,395088,395210,"",misc_feature,""
VCA0439,2,395245,396249,mccF,CDS,""
VCAmisc_feature396247D,2,396247,396369,"",misc_feature,""
VCA0440,2,396402,396848,"",CDS,""
VCAmisc_feature396842D,2,396842,396968,"",misc_feature,""
VCA0441,2,396968,397897,"",CDS,""
VCAmisc_feature397895D,2,397895,398014,"",misc_feature,""
VCA0442,2,398032,398508,"",CDS,""
VCAmisc_feature398506D,2,398506,398628,"",misc_feature,""
VCA0443,2,398645,399160,blc,CDS,""
VCAmisc_feature399166D,2,399166,399288,"",misc_feature,""
VCA0444,2,399296,399586,relE3,CDS,""
VCA0445,2,399576,399824,relB3,CDS,""
VCSEN_bTSS217,2,399852,399852,"",misc_feature,""
VCAmisc_feature399882D,2,399882,400003,"",misc_feature,""
VCSEN_bTSS1135,2,400062,400062,"",misc_feature,""
VCA0446,2,400089,400280,"",CDS,""
VCA0447,2,400356,401048,"",CDS,""
VCAmisc_feature401062D,2,401062,401183,"",misc_feature,""
VCSEN_bTSS1137,2,401254,401254,"",misc_feature,""
VCA0448,2,401320,401745,"",CDS,""
VCAmisc_feature401796D,2,401796,401917,"",misc_feature,""
VCA0449,2,401923,402348,"",CDS,""
VCAmisc_feature402356D,2,402356,402478,"",misc_feature,""
VCA0450,2,402499,403029,"",CDS,""
VCAmisc_feature403027D,2,403027,403149,"",misc_feature,""
VCA0451,2,403167,403667,"",CDS,""
VCAmisc_feature403670D,2,403670,403790,"",misc_feature,""
VIBCH20411,2,403906,404220,"",CDS,""
VCA0453,2,404320,404784,"",CDS,""
VCAmisc_feature404986D,2,404986,405103,"",misc_feature,""
VCA0454,2,405167,406015,sbp,CDS,""
VIBCH20414,2,405982,406152,sbp,CDS,""
VCSEN_bTSS1139,2,406030,406030,"",misc_feature,""
VCAmisc_feature406264D,2,406264,406385,"",misc_feature,""
VCA0455,2,406385,406981,"",CDS,""
VCAmisc_feature406979D,2,406979,407100,"",misc_feature,""
VCA0456,2,407101,407511,"",misc_feature,""
VCAmisc_feature407512D,2,407512,407634,"",misc_feature,""
VCSEN_bTSS1141,2,407685,407685,"",misc_feature,""
VCA0457,2,407778,408392,"",CDS,""
VCAmisc_feature408398D,2,408398,408518,"",misc_feature,""
VCA0458,2,408539,409396,"",CDS,""
VCSEN_bTSS1143,2,408784,408784,"",misc_feature,""
VCAmisc_feature409394D,2,409394,409513,"",misc_feature,""
VCA0459,2,409543,410103,"",CDS,""
VCAmisc_feature410100D,2,410125,410246,"",misc_feature,""
VCA0460,2,410246,410593,"",CDS,""
